Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
C2B,Airlines,Online,Annual Silver Plan,Yes,374,SINGAPORE,297.85,189.23,M,42
C2B,Airlines,Online,Annual Silver Plan,Yes,374,SINGAPORE,208.95,57.96,F,72
C2B,Travel Agency,Online,Annual Silver Plan,Yes,422,FRANCE,209.06,51.76,F,55
C2B,Airlines,Online,Annual Silver Plan,Yes,430,SINGAPORE,453.77,139.6,M,23
C2B,Airlines,Online,Annual Silver Plan,Yes,380,SINGAPORE,223.04,56.93,M,29
C2B,Airlines,Online,Annual Silver Plan,Yes,379,SINGAPORE,264.82,70.29,M,32
C2B,Airlines,Online,Annual Silver Plan,Yes,404,SINGAPORE,255.77,67.72,M,47
C2B,Airlines,Online,Annual Silver Plan,Yes,354,SINGAPORE,254.16,63.88,M,64
C2B,Airlines,Online,Annual Silver Plan,Yes,383,SINGAPORE,204.57,57.53,M,32
C2B,Airlines,Online,Annual Gold Plan,Yes,396,SINGAPORE,275.99,87.23,M,31
C2B,Airlines,Online,Bronze Plan,Yes,22,SINGAPORE,39.77,18.01,F,58
C2B,Airlines,Online,Annual Silver Plan,Yes,363,SINGAPORE,164.82,74.05,M,25
C2B,Airlines,Online,Silver Plan,Yes,73,SINGAPORE,40.17,14.53,F,61
C2B,Airlines,Online,Annual Silver Plan,Yes,395,SINGAPORE,212.93,111.26,M,29
C2B,Airlines,Online,Annual Silver Plan,Yes,357,SINGAPORE,296.97,100.41,M,32
C2B,Airlines,Online,Annual Silver Plan,Yes,391,SINGAPORE,244.13,64.13,M,39
C2B,Airlines,Online,Annual Silver Plan,Yes,362,SINGAPORE,279.68,91.48,M,37
C2B,Airlines,Online,Annual Silver Plan,Yes,372,SINGAPORE,250.61,62.64,M,44
C2B,Airlines,Online,Annual Silver Plan,Yes,424,SINGAPORE,266.26,151.31,M,35
C2B,Airlines,Online,Gold Plan,Yes,214,SINGAPORE,98.62,24.14,F,37
C2B,Airlines,Online,Annual Silver Plan,Yes,362,SINGAPORE,218.97,55.42,M,29
LWC,Travel Agency,Online,Annual Gold Plan,Yes,390,SINGAPORE,216.85,96.15,M,35
C2B,Travel Agency,Online,Annual Silver Plan,Yes,376,SINGAPORE,200.96,52.39,M,70
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,356,CHINA,226.93,102.57,M,37
C2B,Travel Agency,Online,Annual Travel Protect Gold,Yes,375,UNITED STATES,251.83,198.17,M,56
C2B,Travel Agency,Online,Annual Silver Plan,Yes,387,SINGAPORE,247.26,153.8,M,40
C2B,Travel Agency,Online,Annual Travel Protect Gold,Yes,363,SINGAPORE,252.6,156.3,M,39
CSR,Travel Agency,Offline,Comprehensive Plan,Yes,70,THAILAND,29.94,9.5,F,78
C2B,Airlines,Online,Annual Silver Plan,Yes,370,SINGAPORE,182.64,61.55,M,37
C2B,Travel Agency,Online,Annual Gold Plan,Yes,466,SINGAPORE,198.44,63.53,M,32
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,346,CHINA,226.2,147.1,M,26
C2B,Airlines,Online,Annual Silver Plan,Yes,376,SINGAPORE,250.34,157.45,M,45
C2B,Airlines,Online,Annual Silver Plan,Yes,400,SINGAPORE,218.85,131.41,F,49
C2B,Travel Agency,Online,Annual Silver Plan,Yes,400,SINGAPORE,185.67,131.25,F,31
C2B,Airlines,Online,Annual Silver Plan,Yes,371,SINGAPORE,240.97,59.96,M,45
C2B,Airlines,Online,Annual Silver Plan,Yes,411,SINGAPORE,138.4,38.1,M,30
C2B,Airlines,Online,Annual Silver Plan,Yes,380,SINGAPORE,248.54,59.94,M,32
C2B,Travel Agency,Online,Annual Silver Plan,Yes,411,SINGAPORE,326.15,150.44,M,47
CSR,Travel Agency,Offline,Comprehensive Plan,Yes,59,THAILAND,23.17,7.46,F,78
C2B,Airlines,Online,Annual Gold Plan,Yes,401,SINGAPORE,343.54,120.77,M,30
C2B,Travel Agency,Online,Annual Travel Protect Gold,Yes,365,SINGAPORE,287.61,195.29,M,30
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,Yes,393,CHINA,176.5,4.4,F,25
C2B,Airlines,Online,Annual Silver Plan,Yes,399,SINGAPORE,182.44,59.8,F,30
C2B,Airlines,Online,Annual Silver Plan,Yes,401,SINGAPORE,357.85,77.87,M,30
C2B,Airlines,Online,Annual Silver Plan,Yes,405,SINGAPORE,269.97,137.4,M,37
C2B,Airlines,Online,Annual Silver Plan,Yes,408,SINGAPORE,205.01,53.14,M,34
C2B,Airlines,Online,Annual Silver Plan,Yes,428,SINGAPORE,419.71,90.05,M,31
C2B,Airlines,Online,Annual Silver Plan,Yes,371,SINGAPORE,209.27,60.41,M,32
C2B,Airlines,Online,Annual Silver Plan,Yes,414,SINGAPORE,214.09,61.52,M,35
C2B,Airlines,Online,Silver Plan,Yes,45,SINGAPORE,43.02,19.85,F,58
TTW,Travel Agency,Online,Individual Comprehensive Plan,Yes,344,SINGAPORE,85.86,10.62,F,31
C2B,Airlines,Online,Annual Silver Plan,Yes,394,SINGAPORE,206.15,58.27,M,28
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,387,UNITED STATES,245.36,152.48,M,45
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,Yes,6,PHILIPPINES,18.89,14.62,F,26
C2B,Travel Agency,Online,Annual Travel Protect Gold,Yes,397,SINGAPORE,291.1,160.91,M,58
LWC,Travel Agency,Online,Annual Silver Plan,Yes,394,CHINA,92.57,56.5,F,39
LWC,Travel Agency,Online,Annual Travel Protect Silver,Yes,359,CHINA,221.23,69.49,F,26
C2B,Airlines,Online,Annual Silver Plan,Yes,373,SINGAPORE,205.63,137.93,F,27
C2B,Travel Agency,Online,Annual Silver Plan,Yes,398,SINGAPORE,190.03,53.42,M,63
C2B,Airlines,Online,Annual Silver Plan,Yes,400,SINGAPORE,237.86,88.52,M,51
C2B,Airlines,Online,Annual Silver Plan,Yes,369,SINGAPORE,303.18,198.57,M,39
C2B,Airlines,Online,Annual Silver Plan,Yes,377,SINGAPORE,281.59,71.53,M,45
C2B,Airlines,Online,Annual Silver Plan,Yes,389,SINGAPORE,238.14,58.53,M,44
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,Yes,9,THAILAND,19.37,17.24,F,24
C2B,Airlines,Online,Annual Gold Plan,Yes,375,SINGAPORE,367.58,79.95,M,34
C2B,Airlines,Online,Annual Silver Plan,Yes,392,SINGAPORE,331.16,188.77,M,46
C2B,Travel Agency,Online,Annual Silver Plan,Yes,384,SINGAPORE,221.68,60.77,M,36
C2B,Airlines,Online,Annual Silver Plan,Yes,388,SINGAPORE,237.67,102.81,F,40
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,365,CHINA,230.92,150.11,M,28
C2B,Airlines,Online,Annual Silver Plan,Yes,401,SINGAPORE,260.33,146.68,F,32
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,376,UNITED STATES,227.39,135.3,M,45
C2B,Airlines,Online,Annual Silver Plan,Yes,381,SINGAPORE,181.58,48.27,M,27
LWC,Travel Agency,Online,Comprehensive Plan,Yes,135,JAPAN,14.01,14.15,F,25
C2B,Airlines,Online,Annual Silver Plan,Yes,386,SINGAPORE,226.3,135.74,M,33
C2B,Airlines,Online,Annual Silver Plan,Yes,414,SINGAPORE,188.05,57.62,F,31
C2B,Airlines,Online,Annual Silver Plan,Yes,424,SINGAPORE,289.87,180.02,M,46
LWC,Airlines,Online,Annual Silver Plan,Yes,356,CHINA,218.64,55.5,M,38
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,392,CHINA,197.61,138.24,M,26
C2B,Airlines,Online,Annual Silver Plan,Yes,369,SINGAPORE,244.83,58.77,M,35
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,360,CHINA,177.78,89.32,F,25
C2B,Airlines,Online,Annual Silver Plan,Yes,368,SINGAPORE,271.11,185.97,M,37
C2B,Airlines,Online,Annual Silver Plan,Yes,356,SINGAPORE,244.07,57.02,M,39
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,Yes,5,CHINA,17.48,19.88,F,29
C2B,Travel Agency,Online,Annual Silver Plan,Yes,348,SINGAPORE,223.06,115.05,M,23
C2B,Airlines,Online,Annual Silver Plan,Yes,402,SINGAPORE,156.29,91.81,F,34
C2B,Airlines,Online,Annual Silver Plan,Yes,406,SINGAPORE,320.59,180.49,F,52
CSR,Travel Agency,Offline,Comprehensive Plan,Yes,57,THAILAND,24.37,7.34,F,76
LWC,Travel Agency,Online,Annual Silver Plan,Yes,344,CHINA,198.13,46.81,F,41
C2B,Travel Agency,Online,Annual Travel Protect Gold,Yes,378,SINGAPORE,227.94,116.22,F,37
C2B,Travel Agency,Online,Annual Silver Plan,Yes,392,SINGAPORE,206.14,135.75,F,27
C2B,Airlines,Online,Annual Silver Plan,Yes,367,SINGAPORE,205.38,52.09,M,33
C2B,Airlines,Online,Silver Plan,Yes,100,SINGAPORE,74.11,20.06,F,25
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,386,CHINA,37.55,112.4,F,23
C2B,Airlines,Online,Annual Silver Plan,Yes,393,SINGAPORE,242.81,63.39,M,32
C2B,Airlines,Online,Annual Silver Plan,Yes,390,SINGAPORE,268.69,146.4,M,37
C2B,Airlines,Online,Annual Silver Plan,Yes,350,SINGAPORE,211.95,50.77,M,46
C2B,Travel Agency,Online,Annual Gold Plan,Yes,408,SINGAPORE,241.05,107.51,M,30
C2B,Airlines,Online,Annual Silver Plan,Yes,407,SINGAPORE,223.47,57.65,M,24
CCR,Travel Agency,Offline,Comprehensive Plan,Yes,35,THAILAND,31.56,10.56,F,30
C2B,Airlines,Online,Annual Silver Plan,Yes,391,SINGAPORE,341.07,150.4,M,48
C2B,Airlines,Online,Annual Silver Plan,Yes,355,SINGAPORE,255.82,140.98,M,29
C2B,Airlines,Online,Annual Silver Plan,Yes,399,SINGAPORE,204.74,52.76,F,32
C2B,Airlines,Online,Annual Silver Plan,Yes,392,SINGAPORE,337.27,146.77,M,49
C2B,Airlines,Online,Silver Plan,Yes,84,SINGAPORE,39.91,18.83,F,33
C2B,Airlines,Online,Annual Silver Plan,Yes,385,SINGAPORE,299.18,118.39,M,54
C2B,Airlines,Online,Annual Silver Plan,Yes,414,SINGAPORE,178.75,63.07,M,27
C2B,Airlines,Online,Annual Silver Plan,Yes,356,SINGAPORE,207.84,55.96,F,41
LWC,Airlines,Online,Annual Silver Plan,Yes,335,SINGAPORE,322.0,23.79,F,54
C2B,Airlines,Online,Annual Silver Plan,Yes,351,SINGAPORE,229.07,123.41,M,39
C2B,Airlines,Online,Annual Gold Plan,Yes,376,SINGAPORE,342.91,118.26,M,51
C2B,Airlines,Online,Annual Silver Plan,Yes,398,SINGAPORE,188.27,44.32,M,28
C2B,Airlines,Online,Annual Gold Plan,Yes,379,SINGAPORE,392.84,103.13,M,46
C2B,Airlines,Online,Annual Silver Plan,Yes,379,SINGAPORE,192.63,44.21,M,50
C2B,Airlines,Online,Annual Silver Plan,Yes,455,SINGAPORE,166.22,130.59,F,49
C2B,Airlines,Online,Annual Silver Plan,Yes,436,SINGAPORE,213.64,92.58,M,49
JZI,Airlines,Online,Silver Plan,Yes,67,SINGAPORE,49.35,15.21,F,65
C2B,Airlines,Online,Annual Silver Plan,Yes,401,SINGAPORE,187.74,55.57,M,32
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,Yes,111,PHILIPPINES,32.06,13.12,F,28
C2B,Airlines,Online,Annual Silver Plan,Yes,399,SINGAPORE,337.21,160.34,M,32
C2B,Airlines,Online,Annual Silver Plan,Yes,400,SINGAPORE,192.88,54.75,F,55
C2B,Airlines,Online,Annual Silver Plan,Yes,414,SINGAPORE,201.06,67.89,F,25
C2B,Airlines,Online,Annual Silver Plan,Yes,382,SINGAPORE,280.86,126.29,M,45
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,390,CHINA,216.52,150.95,M,44
C2B,Airlines,Online,Silver Plan,Yes,53,SINGAPORE,35.9,17.25,F,64
C2B,Airlines,Online,Annual Silver Plan,Yes,398,SINGAPORE,214.29,60.1,M,35
C2B,Airlines,Online,Annual Silver Plan,Yes,391,SINGAPORE,250.95,56.27,F,36
C2B,Airlines,Online,Bronze Plan,Yes,77,SINGAPORE,84.33,10.59,F,53
C2B,Airlines,Online,Annual Silver Plan,Yes,391,SINGAPORE,225.51,60.11,M,30
C2B,Airlines,Online,Gold Plan,Yes,13,SINGAPORE,42.13,22.81,F,45
C2B,Airlines,Online,Annual Silver Plan,Yes,368,SINGAPORE,313.67,71.38,M,46
LWC,Travel Agency,Online,Annual Gold Plan,Yes,362,CHINA,380.41,63.61,M,30
C2B,Airlines,Online,Annual Silver Plan,Yes,381,SINGAPORE,238.74,61.53,M,25
C2B,Airlines,Online,Annual Silver Plan,Yes,429,SINGAPORE,211.75,75.91,F,41
C2B,Travel Agency,Online,Annual Travel Protect Gold,Yes,371,SINGAPORE,219.57,127.95,F,66
C2B,Airlines,Online,Annual Silver Plan,Yes,394,SINGAPORE,222.84,131.99,F,37
C2B,Airlines,Online,Annual Silver Plan,Yes,403,SINGAPORE,247.02,140.34,M,49
C2B,Airlines,Online,Annual Silver Plan,Yes,345,SINGAPORE,236.77,22.06,F,43
C2B,Airlines,Online,Annual Silver Plan,Yes,375,SINGAPORE,262.68,60.86,M,45
C2B,Airlines,Online,Annual Silver Plan,Yes,346,SINGAPORE,245.37,56.75,M,52
C2B,Airlines,Online,Annual Silver Plan,Yes,382,SINGAPORE,260.81,55.15,M,36
C2B,Airlines,Online,Annual Silver Plan,Yes,377,SINGAPORE,237.09,50.18,M,35
C2B,Airlines,Online,Annual Silver Plan,Yes,370,SINGAPORE,239.39,58.01,M,43
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,Yes,6,THAILAND,27.13,24.79,F,29
C2B,Airlines,Online,Annual Silver Plan,Yes,407,SINGAPORE,212.32,57.01,F,32
C2B,Airlines,Online,Silver Plan,Yes,56,SINGAPORE,44.35,15.89,F,65
C2B,Airlines,Online,Annual Silver Plan,Yes,367,SINGAPORE,213.86,58.92,M,27
CCR,Travel Agency,Online,Rental Vehicle Excess Insurance,Yes,19,THAILAND,16.93,12.06,F,21
C2B,Airlines,Online,Annual Silver Plan,Yes,409,SINGAPORE,272.63,61.37,M,53
C2B,Travel Agency,Online,Annual Silver Plan,Yes,366,SINGAPORE,161.84,88.44,M,32
C2B,Airlines,Online,Annual Silver Plan,Yes,375,SINGAPORE,249.62,60.66,M,25
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,338,SINGAPORE,244.6,109.13,F,29
C2B,Airlines,Online,Annual Silver Plan,Yes,400,SINGAPORE,242.13,64.67,F,47
C2B,Airlines,Online,Annual Silver Plan,Yes,362,SINGAPORE,165.35,44.27,F,37
C2B,Airlines,Online,Annual Silver Plan,Yes,360,SINGAPORE,219.88,46.28,M,32
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,375,CHINA,266.97,158.31,M,31
LWC,Travel Agency,Online,Annual Travel Protect Silver,Yes,399,CHINA,163.1,54.54,F,56
C2B,Airlines,Online,Annual Silver Plan,Yes,366,SINGAPORE,236.31,153.58,M,42
C2B,Airlines,Online,Annual Silver Plan,Yes,398,SINGAPORE,380.37,114.79,M,35
LWC,Airlines,Online,Annual Silver Plan,Yes,355,SINGAPORE,208.08,155.77,M,33
C2B,Airlines,Online,Annual Silver Plan,Yes,392,SINGAPORE,192.34,51.76,F,63
C2B,Airlines,Online,Annual Silver Plan,Yes,340,SINGAPORE,184.97,22.16,M,36
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,380,CHINA,199.94,172.81,F,63
TTW,Travel Agency,Offline,Child Comprehensive Plan,Yes,364,SINGAPORE,80.39,0.0,F,3
CSR,Travel Agency,Offline,Comprehensive Plan,Yes,88,THAILAND,24.08,8.67,F,73
CCR,Travel Agency,Offline,Comprehensive Plan,Yes,21,THAILAND,29.73,8.51,F,31
C2B,Airlines,Online,Annual Silver Plan,Yes,367,SINGAPORE,218.62,52.71,F,65
C2B,Travel Agency,Online,Annual Gold Plan,Yes,438,SINGAPORE,191.35,119.06,M,49
C2B,Airlines,Online,Annual Silver Plan,Yes,369,SINGAPORE,238.74,61.94,M,44
C2B,Airlines,Online,Annual Silver Plan,Yes,390,SINGAPORE,215.89,164.14,M,36
C2B,Airlines,Online,Annual Silver Plan,Yes,390,SINGAPORE,302.02,70.88,F,55
C2B,Airlines,Online,Annual Silver Plan,Yes,404,SINGAPORE,372.13,101.16,M,26
TST,Travel Agency,Offline,Travel Cruise Protect,Yes,21,THAILAND,31.77,10.02,F,52
C2B,Travel Agency,Online,Annual Gold Plan,Yes,395,SINGAPORE,276.94,82.66,M,40
C2B,Airlines,Online,Annual Silver Plan,Yes,370,SINGAPORE,204.79,43.8,M,27
CCR,Travel Agency,Offline,Comprehensive Plan,Yes,113,THAILAND,25.05,13.41,F,26
C2B,Airlines,Online,Annual Silver Plan,Yes,390,SINGAPORE,242.26,57.57,F,31
C2B,Airlines,Online,Annual Silver Plan,Yes,404,SINGAPORE,217.49,56.24,M,46
CSR,Travel Agency,Offline,Comprehensive Plan,Yes,64,THAILAND,27.52,8.32,F,35
C2B,Airlines,Online,Annual Silver Plan,Yes,371,SINGAPORE,252.16,62.84,M,50
LWC,Travel Agency,Online,Annual Silver Plan,Yes,362,SINGAPORE,182.15,40.94,M,20
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,378,CHINA,176.63,166.76,M,26
JZI,Airlines,Online,Basic Plan,Yes,69,CHINA,45.95,14.72,F,52
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,385,UNITED STATES,237.65,147.94,M,29
TTW,Travel Agency,Online,Annual Silver Plan,Yes,374,SINGAPORE,182.28,29.51,F,36
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,92,CHINA,17.58,17.44,F,23
C2B,Airlines,Online,Annual Travel Protect Gold,Yes,346,CHINA,240.78,151.93,M,30
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,Yes,364,CHINA,31.31,42.65,F,31
C2B,Airlines,Online,Annual Silver Plan,Yes,466,SINGAPORE,132.4,126.3,F,67
C2B,Airlines,Online,Annual Silver Plan,Yes,396,SINGAPORE,335.23,113.08,M,47
JZI,Airlines,Online,Basic Plan,Yes,73,JAPAN,40.05,16.64,F,56
C2B,Airlines,Online,Annual Gold Plan,Yes,398,SINGAPORE,239.36,62.44,M,47
C2B,Airlines,Online,Annual Silver Plan,Yes,357,SINGAPORE,189.44,46.72,M,35
C2B,Airlines,Online,Annual Silver Plan,Yes,340,SINGAPORE,234.09,137.36,M,42
C2B,Travel Agency,Online,Annual Silver Plan,Yes,407,SINGAPORE,211.51,135.29,M,45
C2B,Airlines,Online,Annual Silver Plan,Yes,415,SINGAPORE,183.58,56.48,M,42
C2B,Airlines,Online,Annual Silver Plan,Yes,388,SINGAPORE,197.1,57.68,F,46
C2B,Airlines,Online,Annual Silver Plan,Yes,375,SINGAPORE,185.1,50.87,M,19
C2B,Airlines,Online,Annual Gold Plan,Yes,434,SINGAPORE,236.98,115.98,M,51
C2B,Airlines,Online,Annual Silver Plan,Yes,398,SINGAPORE,181.26,51.74,M,34
C2B,Airlines,Online,Annual Silver Plan,Yes,352,SINGAPORE,223.2,54.0,M,49
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,344,CHINA,330.87,92.97,M,20
CCR,Travel Agency,Offline,Comprehensive Plan,Yes,175,THAILAND,27.91,9.08,F,32
CCR,Travel Agency,Offline,Comprehensive Plan,Yes,41,THAILAND,25.08,8.11,F,32
C2B,Airlines,Online,Bronze Plan,Yes,92,SINGAPORE,44.12,11.5,F,56
C2B,Travel Agency,Online,Annual Silver Plan,Yes,354,SINGAPORE,225.96,136.52,M,28
C2B,Airlines,Online,Annual Silver Plan,Yes,390,SINGAPORE,213.36,37.27,M,34
C2B,Airlines,Online,Annual Silver Plan,Yes,407,SINGAPORE,242.05,65.96,M,41
C2B,Travel Agency,Online,Annual Gold Plan,Yes,401,SINGAPORE,355.98,92.73,M,43
C2B,Airlines,Online,Annual Silver Plan,Yes,383,SINGAPORE,242.37,152.04,M,48
C2B,Airlines,Online,Silver Plan,Yes,13,SINGAPORE,45.55,16.62,M,52
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,351,CHINA,233.01,146.39,F,26
C2B,Airlines,Online,Annual Silver Plan,Yes,353,CHINA,234.6,63.21,M,57
C2B,Airlines,Online,Annual Silver Plan,Yes,375,SINGAPORE,244.2,72.45,M,39
C2B,Airlines,Online,Annual Silver Plan,Yes,384,SINGAPORE,234.51,61.33,M,30
C2B,Airlines,Online,Annual Silver Plan,Yes,429,SINGAPORE,358.53,121.53,M,39
C2B,Airlines,Online,Annual Silver Plan,Yes,373,SINGAPORE,155.91,59.57,M,31
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,361,CHINA,19.7,127.53,F,20
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,384,CHINA,201.98,105.41,F,41
C2B,Airlines,Online,Silver Plan,Yes,38,SINGAPORE,40.13,10.17,F,46
C2B,Airlines,Online,Annual Silver Plan,Yes,395,SINGAPORE,303.3,130.34,M,45
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,379,SINGAPORE,189.01,118.17,F,34
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,373,CHINA,210.18,55.89,M,31
C2B,Airlines,Online,Annual Silver Plan,Yes,419,SINGAPORE,358.39,173.41,M,31
C2B,Airlines,Online,Annual Silver Plan,Yes,398,SINGAPORE,174.54,57.91,F,62
C2B,Airlines,Online,Annual Silver Plan,Yes,378,SINGAPORE,226.41,90.09,M,43
C2B,Airlines,Online,Annual Silver Plan,Yes,382,SINGAPORE,252.17,64.13,M,45
C2B,Airlines,Online,Annual Silver Plan,Yes,409,SINGAPORE,303.63,60.34,F,34
C2B,Airlines,Online,Annual Silver Plan,Yes,413,SINGAPORE,332.08,126.15,M,30
C2B,Airlines,Online,Annual Silver Plan,Yes,383,SINGAPORE,247.0,60.06,M,45
C2B,Airlines,Online,Annual Silver Plan,Yes,395,SINGAPORE,282.52,64.39,F,44
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,372,SINGAPORE,243.04,173.89,M,61
C2B,Airlines,Online,Annual Silver Plan,Yes,416,SINGAPORE,330.35,179.83,F,48
C2B,Airlines,Online,Annual Silver Plan,Yes,422,SINGAPORE,240.7,65.27,M,27
C2B,Airlines,Online,Annual Silver Plan,Yes,357,SINGAPORE,217.88,129.97,M,27
C2B,Travel Agency,Online,Annual Silver Plan,Yes,397,SINGAPORE,228.7,152.42,F,42
C2B,Airlines,Online,Annual Silver Plan,Yes,398,SINGAPORE,210.89,131.46,M,45
LWC,Travel Agency,Online,Annual Silver Plan,Yes,380,SINGAPORE,224.43,57.2,M,41
C2B,Airlines,Online,Annual Silver Plan,Yes,383,SINGAPORE,219.71,79.91,M,37
C2B,Airlines,Online,Annual Silver Plan,Yes,390,SINGAPORE,235.12,155.03,M,41
C2B,Airlines,Online,Annual Silver Plan,Yes,396,SINGAPORE,233.25,70.56,M,61
C2B,Airlines,Online,Annual Silver Plan,Yes,382,SINGAPORE,245.58,58.11,M,28
C2B,Airlines,Online,Bronze Plan,Yes,33,SINGAPORE,78.25,17.36,F,55
TTW,Travel Agency,Online,Individual Comprehensive Plan,Yes,358,CHINA,95.47,10.44,F,33
C2B,Airlines,Online,Annual Silver Plan,Yes,387,SINGAPORE,240.22,70.4,M,29
C2B,Airlines,Online,Annual Silver Plan,Yes,377,SINGAPORE,201.78,102.96,M,44
C2B,Airlines,Online,Annual Silver Plan,Yes,345,SINGAPORE,240.17,59.46,M,30
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,Yes,91,THAILAND,29.55,16.32,F,28
C2B,Airlines,Online,Annual Silver Plan,Yes,426,SINGAPORE,287.03,83.44,M,29
C2B,Airlines,Online,Annual Silver Plan,Yes,351,SINGAPORE,201.49,126.23,M,26
C2B,Airlines,Online,Annual Silver Plan,Yes,348,SINGAPORE,236.11,55.66,M,38
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,Yes,347,CHINA,248.28,104.87,F,34
LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,415,CHINA,192.72,121.36,M,34
C2B,Airlines,Online,Annual Silver Plan,Yes,385,SINGAPORE,232.54,56.16,M,28
C2B,Travel Agency,Online,Annual Silver Plan,Yes,420,SINGAPORE,221.99,162.45,F,51
C2B,Airlines,Online,Annual Silver Plan,Yes,376,SINGAPORE,264.29,67.53,M,43
C2B,Airlines,Online,Annual Silver Plan,Yes,337,SINGAPORE,362.75,109.25,M,41
LWC,Travel Agency,Online,Annual Silver Plan,Yes,392,CHINA,179.05,133.69,F,48
C2B,Airlines,Online,Annual Silver Plan,Yes,401,SINGAPORE,169.87,53.03,F,61
C2B,Travel Agency,Online,Annual Silver Plan,Yes,416,SINGAPORE,389.52,179.05,M,52
C2B,Airlines,Online,Gold Plan,Yes,87,SINGAPORE,80.35,21.38,F,55
C2B,Airlines,Online,Annual Silver Plan,Yes,397,SINGAPORE,267.49,70.54,F,47
C2B,Airlines,Online,Annual Silver Plan,Yes,349,SINGAPORE,244.94,154.71,M,28
C2B,Airlines,Online,Annual Silver Plan,No,415,SINGAPORE,144.06,40.65,M,59
C2B,Airlines,Online,Silver Plan,No,22,SINGAPORE,37.2,9.44,M,23
JZI,Airlines,Online,Basic Plan,No,21,CHINA,34.04,9.05,M,37
JZI,Airlines,Online,Basic Plan,No,8,CHINA,32.71,11.03,M,38
C2B,Airlines,Online,Annual Silver Plan,No,403,SINGAPORE,108.72,32.02,M,23
JZI,Airlines,Online,Basic Plan,No,8,PHILIPPINES,24.75,7.49,M,60
C2B,Airlines,Online,Bronze Plan,No,57,SINGAPORE,29.44,8.86,F,25
ART,Airlines,Online,Value Plan,No,14,THAILAND,35.45,18.22,M,50
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,29.56,6.07,M,25
C2B,Airlines,Online,Bronze Plan,No,123,SINGAPORE,72.43,19.77,F,56
ART,Airlines,Online,Value Plan,No,102,JAPAN,45.07,16.24,M,115
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,33.68,7.96,F,29
JZI,Airlines,Online,Basic Plan,No,6,INDONESIA,19.01,6.42,M,60
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,7.69,4.17,F,63
C2B,Airlines,Online,Gold Plan,No,25,SINGAPORE,252.51,27.52,F,65
C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,22.22,5.52,M,28
JZI,Airlines,Online,Value Plan,No,25,INDIA,29.26,17.66,M,35
ART,Airlines,Online,Value Plan,No,10,"KOREA, REPUBLIC OF",27.42,9.79,M,60
C2B,Airlines,Online,Bronze Plan,No,92,SINGAPORE,49.82,1.18,M,42
JZI,Airlines,Online,Basic Plan,No,41,CHINA,27.2,15.17,M,51
C2B,Airlines,Online,Annual Silver Plan,No,50,SINGAPORE,91.18,64.28,F,31
C2B,Airlines,Online,Bronze Plan,No,71,SINGAPORE,30.05,7.27,F,27
JZI,Airlines,Online,Basic Plan,No,25,CHINA,49.16,19.96,F,49
RAB,Airlines,Online,Value Plan,No,12,BRUNEI DARUSSALAM,18.29,6.62,F,31
JZI,Airlines,Online,Basic Plan,No,32,THAILAND,20.72,7.43,F,43
JZI,Airlines,Online,Value Plan,No,11,CHINA,60.7,23.12,M,67
C2B,Airlines,Online,Silver Plan,No,21,SINGAPORE,93.98,19.11,M,53
JZI,Airlines,Online,Value Plan,No,41,INDONESIA,38.46,10.34,M,25
